2276,1885
2290,4768
2291,4064
2294,4717
2296,1854
2301,1930
2308,3587
2308,3744
2308,4351
2316,1718
2338,2064
2340,3190
2340,3915
2341,4242
2347,1836
2348,1919
2350,4242
2356,4768
2358,4929
2366,1896
2374,2044
2375,1812
2403,2010
2416,2197
2435,2010
2443,4295
2456,1980
2457,4933
2458,2050
2463,1966
2466,4911
2467,2031
2477,4016
2488,4914
2489,4269
2495,3526
2497,3878
2501,4393
2515,2176
2518,4939
2523,3878
2542,2376
2543,2274
2543,4767
2550,4772
2564,2117
2568,4132
2571,2248
2573,2181
2575,2050
2593,3126
2609,2178
2629,3403
2639,3037
2639,4251
2661,1974
2661,4359
2663,4359
2664,2197
2674,1971
2689,2663
2689,3934
2711,3552
2717,3180
2719,3519
2747,1966
2773,2087
2803,4249
2808,4949
2821,2401
2852,2562
2860,2328
2860,4762
2882,4442
2898,4290
2914,2107
2931,2038
2931,2341
2931,3924
2965,2018
2970,1632
2973,1266
3018,1617
3035,2583
3045,1701
3051,1819
3126,1639
3127,1744
3129,1744
3133,1285
3135,1667
3144,4160
3154,2318
3167,1599
3168,1377
3169,4780
3175,1589
3176,3179
3190,1523
3190,3464
3190,3915
3200,1327
3201,1265
3225,4900
3238,1590
3239,1084
3258,4905
3271,4273
3271,4274
3281,4439
3286,3385
3304,4010
3352,689
3359,1062
3359,1064
3363,1474
3364,1384
3372,1558
3385,1675
3391,1703
3405,1356
3478,3391
3491,1245
3492,1633
3495,2435
3517,1779
3517,3519
3519,4958
3520,1662
3520,4023
3524,993
3538,4819
3543,4736
3552,4887
3553,1589
3573,3788
3602,1244
3608,2973
3608,4054
3615,2536
3638,1084
3650,967
3671,2088
3671,3984
3693,4241
3704,2466
3770,1322
3775,4016
3780,1784
3790,1563
3825,1636
3868,3999
3869,1882
3869,1993
3869,4761
3888,4016
3917,1796
3918,1759
3938,2197
3959,4963
3970,4012
4001,4242
4021,1519
4038,1468
4048,1354
4067,5161
4082,4026
4093,4026
4094,4820
4103,3947
4104,4820
4118,5297
4137,1730
4141,4270
4152,4273
4159,4158
4169,3864
4177,4949
4187,4722
4196,2234
4196,4306
4217,866
4256,3963
4265,3939
4265,4784
4270,1500
4270,3996
4281,1223
4283,1888
4297,2808
4298,4507
4311,1753
4314,4972
4315,2867
4317,2971
4322,2554
4324,3935
4330,2542
4333,2515
4336,3927
4339,2554
4355,2758
4355,4766
4356,2758
4356,4248
4399,4797
4400,4548
4400,4752
4403,3169
4405,4406
4440,4439
4477,3263
4498,4439
4507,798
4507,4298
4525,2080
4665,4993
4684,2664
4696,4695
4698,4697
4702,4701
4706,1180
4707,1471
4709,785
4712,2038
4712,3924
4716,2119
4716,3937
4718,2318
4721,4722
4723,2570
4726,2895
4726,4729
4727,2895
4727,4729
4734,2931
4734,4735
4738,4256
4738,4791
4739,4165
4739,4738
4741,4175
4741,4195
4745,4744
4753,4754
4755,826
4757,1415
4760,1753
4769,2338
4770,2543
4771,2543
4778,2821
4778,4341
4785,3950
4785,4179
4787,1403
4789,3914
4789,4194
4793,4336
4794,4336
4802,662
4812,2521
4813,2321
4818,925
4819,1566
4821,1980
4828,2808
4828,4174
4840,4255
4840,4315
4844,4819
4849,4747
4857,2598
4857,4357
4860,4769
4861,4769
4866,1415
4872,766
4874,681
4875,4877
4876,1321
4879,4880
4880,681
4881,1397
4886,1466
4888,1495
4889,926
4890,3864
4895,1621
4896,1639
4897,4898
4904,1821
4905,1829
4906,1877
4908,1888
4910,1788
4916,2004
4917,1696
4932,2433
4932,3973
4933,3207
4936,138
4941,2661
4942,2711
4956,3385
4958,1266
4961,3824
4971,2433
4971,3973
4973,4972
4974,4972
4975,4317
4975,4318
4988,3
4993,659
5002,659
5007,3864
5008,1888
5009,4954
5010,4179
5011,4317
5011,4318
5037,1502
5160,2392
5160,4722
5184,5292
5443,2573
5545,4964
