3,4883
13,4883
22,13
23,4930
32,4781
37,4883
51,3
55,4930
76,4804
79,13
113,32
114,4870
116,80
122,35
124,4810
134,36
138,23
141,32
142,4870
143,76
149,37
153,35
163,4898
173,143
180,51
196,153
214,124
231,142
231,5019
238,149
239,173
241,173
243,107
246,138
254,142
254,5019
269,209
274,213
285,114
297,169
301,4952
303,142
303,5019
305,239
306,180
311,124
312,219
322,214
326,239
328,173
329,124
330,300
334,241
335,4782
336,4955
343,243
344,4936
355,286
366,238
373,334
381,306
388,246
390,334
391,4954
400,214
401,246
406,4954
414,340
415,254
415,291
426,334
427,231
429,306
444,322
445,4980
450,332
465,388
475,303
483,415
486,340
487,483
493,406
497,493
498,400
499,4986
500,493
501,400
503,381
510,326
511,429
513,376
519,376
522,4959
525,465
526,486
529,484
534,4989
541,4965
543,335
546,4808
556,381
559,498
568,487
570,522
580,624
584,560
591,543
593,4991
596,515
601,505
604,498
611,510
615,572
622,5171
624,3349
628,5172
634,614
638,552
640,534
642,559
645,615
647,547
658,550
662,557
669,4754
680,588
681,610
682,556
684,617
685,596
688,4803
692,4816
696,487
699,645
700,4816
702,591
707,4212
709,642
712,498
713,543
716,570
718,609
722,628
723,628
727,3943
727,4350
735,660
742,4996
744,591
747,4963
751,673
752,658
757,3942
760,691
762,3942
767,4997
776,591
779,4997
780,688
781,699
782,688
783,4998
785,4753
786,4992
788,766
789,649
791,5000
793,4090
796,680
797,707
799,683
800,683
805,720
806,703
806,3861
807,4994
808,716
810,4802
817,722
819,723
823,765
826,739
827,786
828,831
832,722
836,734
845,747
852,747
853,5000
856,721
857,791
857,853
858,744
865,696
866,761
877,780
878,832
878,4246
879,712
880,4298
885,1566
888,813
891,751
902,805
903,780
903,782
904,803
905,751
907,5001
908,4805
912,813
919,742
921,5002
923,752
924,699
926,5003
930,805
931,845
936,4995
939,764
945,699
948,5004
949,824
952,827
952,4219
953,845
959,734
960,783
976,833
977,4961
982,778
985,782
986,782
987,4995
989,793
993,805
995,4831
996,751
997,810
998,787
999,4961
1006,889
1010,853
1011,778
1016,832
1016,4246
1022,767
1022,779
1023,780
1024,812
1028,4507
1032,3428
1035,830
1053,879
1060,936
1067,4635
1074,889
1077,817
1079,776
1090,817
1095,3428
1100,836
1101,820
1103,836
1118,858
1123,925
1125,858
1127,675
1128,959
1134,826
1139,1106
1140,835
1141,874
1143,788
1151,836
1154,948
1157,991
1163,830
1164,904
1169,855
1170,788
1172,4872
1173,939
1175,854
1178,924
1178,4216
1180,1067
1182,866
1183,818
1185,854
1187,835
1188,883
1191,858
1192,936
1192,987
1194,924
1194,4216
1200,807
1201,808
1204,781
1204,4241
1205,4874
1214,942
1222,966
1223,923
1226,916
1228,835
1232,807
1237,1041
1242,781
1242,4241
1247,781
1247,4241
1248,1109
1251,4872
1259,1064
1265,995
1266,953
1270,1063
1271,1154
1274,855
1275,4817
1278,4872
1283,971
1284,971
1285,878
1285,3945
1288,822
1289,822
1290,1079
1291,919
1295,908
1295,1032
1306,1253
1309,878
1309,3945
1311,3355
1312,1006
1318,997
1321,4877
1322,921
1326,923
1328,971
1331,878
1331,3945
1336,1060
1337,866
1342,931
1353,1025
1354,4877
1355,1020
1356,880
1362,1023
1363,1009
1366,1110
1369,1109
1370,1204
1373,1239
1379,975
1383,1225
1384,998
1387,1139
1390,1085
1395,4880
1396,1077
1403,1205
1406,1170
1409,1035
1413,836
1413,1204
1415,1016
1417,1192
1418,984
1420,1172
1422,1134
1422,4201
1424,891
1433,907
1433,4247
1434,1102
1441,1178
1442,998
1449,977
1449,999
1452,1125
1454,995
1455,1041
1460,1201
1461,1244
1465,877
1466,930
1471,4709
1474,877
1481,1079
1483,1222
1483,4216
1484,1114
1485,1198
1485,1260
1486,1183
1487,1105
1489,989
1492,1466
1494,3356
1495,1216
1499,1187
1500,1288
1503,1275
1504,1134
1504,4201
1506,1090
1506,4806
1511,1141
1513,1396
1513,4228
1514,1224
1515,1100
1519,4755
1521,1092
1523,3602
1524,992
1525,1182
1525,3946
1533,1131
1534,4818
1537,1183
1542,1216
1543,4818
1544,891
1544,996
1545,1291
1547,1354
1548,1521
1550,4893
1551,4276
1552,1291
1553,1067
1553,1471
1556,1291
1558,1412
1561,1222
1561,3344
1561,4216
1563,1283
1565,1131
1566,1384
1567,1288
1569,1275
1572,1187
1573,1323
1573,1332
1575,1222
1575,4216
1576,1242
1581,1194
1583,1304
1583,1439
1590,1328
1594,1422
1595,4894
1596,1397
1596,1456
1598,1182
1598,3946
1599,1118
1599,1452
1599,4288
1600,1426
1601,1328
1607,1356
1613,1289
1615,1545
1616,1404
1617,1356
1621,1395
1622,1429
1622,4022
1623,1411
1624,1247
1626,1180
1626,1471
1627,1468
1629,1556
1630,1366
1631,1362
1635,1424
1636,1449
1637,1321
1638,1353
1639,1476
1642,1265
1642,1454
1643,1447
1643,1480
1643,4899
1648,1485
1649,1544
1650,1270
1651,1519
1652,1475
1655,1550
1656,1433
1656,4020
1657,1111
1660,4271
1660,4275
1662,1417
1665,1424
1666,1405
1675,4900
1677,1424
1679,4048
1680,1494
1682,1433
1682,4020
1689,1411
1692,1567
1693,1544
1695,1513
1696,1411
1701,1424
1703,1420
1705,1443
1712,1483
1713,1510
1714,4894
1715,1583
1718,1417
1727,1464
1728,1420
1730,1572
1731,4009
1731,4902
1732,1506
1740,1616
1746,4281
1748,1590
1749,1627
1753,1452
1753,4288
1755,1552
1756,1651
1756,4293
1757,1614
1757,3618
1759,1484
1762,1583
1763,1630
1764,4056
1764,4787
1767,1675
1769,4098
1769,4099
1774,1648
1776,1557
1778,4271
1778,4275
1779,2973
1779,4054
1780,1637
1781,4903
1783,1645
1787,1635
1788,1520
1791,3383
1792,3363
1794,3098
1795,1712
1796,1629
1797,1575
1798,3201
1798,4009
1799,4101
1799,4307
1800,1406
1800,4669
1801,1583
1802,4886
1805,1551
1806,3369
1807,1452
1807,4288
1811,1666
1814,2973
1814,4054
1815,1466
1815,1492
1816,1630
1821,4886
1825,3201
1825,4009
1826,1600
1828,4101
1828,4307
1831,1656
1831,1682
1835,1623
1836,1695
1836,4029
1841,3369
1842,1634
1843,1689
1850,1662
1850,4023
1851,1784
1865,1651
1865,4293
1866,3990
1866,3991
1871,1620
1873,1617
1875,1665
1876,1657
1882,4866
1883,1362
1883,1631
1888,1460
1889,1693
1896,1713
1898,1714
1902,1670
1902,1716
1902,3960
1903,1759
1903,3947
1912,4412
1930,1788
1933,1786
1933,4820
1934,2466
1939,4439
1940,1786
1940,4820
1946,1743
1947,4887
1949,1731
1949,4156
1957,1799
1957,4258
1965,1884
1967,3842
1969,1705
1974,1713
1976,1767
1976,4207
1979,3383
1981,1780
1981,3999
1982,1759
1982,3947
1983,1660
1983,3948
1985,4439
1986,1826
1988,4561
1991,1763
1992,1802
1992,4085
1993,4706
1996,1743
1998,3939
1998,4784
1999,2973
1999,4054
