364,169
691,524
718,609
807,682
916,3824
919,742
923,658
931,747
936,684
1085,698
1097,757
1097,762
1100,734
1103,734
1127,675
1170,766
1172,766
1178,699
1182,866
1194,699
1205,681
1209,712
1214,743
1290,776
1323,814
1327,768
1332,814
1336,936
1395,681
1424,891
1441,699
1444,857
1471,785
1484,1114
1485,870
1485,1054
1508,4817
1534,925
1543,925
1562,984
1573,814
1618,1176
1645,1186
1656,907
1657,1111
1705,1443
1712,5212
1726,1117
1730,1140
1732,1090
1749,1468
1792,1474
1815,1466
1828,1265
1828,1454
1834,1102
1841,907
1865,1519
1866,1485
1896,1510
1966,1566
1982,1484
1990,1568
2026,1485
2036,1617
2069,1476
2120,885
2151,1655
2164,1561
2164,1575
2226,1621
2247,1635
2250,4885
2422,5158
2927,2104
3051,1819
3098,1363
3178,1594
3355,696
3382,1205
3383,1457
3524,993
3574,1271
3618,1757
3622,1188
3659,1205
4329,4931
4625,1476
4686,1614
4787,1205
4888,1495
