1340,CICE1340 C. Cicereius (1)
1356,OCTA1356 Cn. Octavius (17) Cn. f. Cn. n.
1369,FULV1369 M. Fulvius (93) M. f. M. n. Nobilior
1396,CORN1396 P. Cornelius (353) P. f. Cn. n. Scipio Nasica Corculum
1408,ANIC1408 L. Anicius (15) L. f. L. n. Gallus
1422,FABI1422 Q. Fabius (109) Q. f. Q. n. Maximus Aemilianus
1424,CAEC1424 Q. Caecilius (94) Q. f. L. n. Metellus Macedonicus
1424,CAEC1424 Q. Caecilius (94) Q. f. L. n. Metellus Macedonicus
1452,CLAU1452 Ap. Claudius (295) Cn. f. Ap. n. Pulcher
1476,OPIM1476 Q. Opimius (10) Q. f. Q. n.
1484,LICI1484 L. Licinius (102) Lucullus
1495,MUMM1495 L. Mummius (7a 16.1195ff.) L. f. L. n. Achaicus
1495,MUMM1495 L. Mummius (7a 16.1195ff.) L. f. L. n. Achaicus
1504,CORN1504 P. Cornelius (335) P. f. P. n. Scipio Africanus Aemilianus
1504,CORN1504 P. Cornelius (335) P. f. P. n. Scipio Africanus Aemilianus
1548,SEMP1548 C. Sempronius (92) C. f. C. n. Tuditanus
1554,LICI1554 -. Licinius (130) Nerva
1556,SERV1556 Q. Servilius (48) Cn. f. Cn. n. Caepio
1565,IUNI1565 D. Iunius (57) M. f. M. n. Brutus Callaicus
1576,FULV1576 Ser. Fulvius (64) Q. f. Flaccus
1589,COSC1589 M. Cosconius (8) C. f.
1591,RUPI1591 P. Rupilius (5) P. f. P. n.
1594,FABI1594 Q. Fabius (110) Q. Aemiliani f. Q. n. Maximus Allobrogicus
1600,PERP1600 M. Perperna (4) M. f. L. n.
1614,AQUI1614 M'. Aquillius (10) M'. f. M'. n.
1624,FULV1624 M. Fulvius (58) M. f. Flaccus
1627,AURE1627 L. Aurelius (180) L. f. L. n. Orestes
1629,SERV1629 Q. Servilius (49) Cn. f. Cn. n. Caepio
1630,DOMI1630 Cn. Domitius (20 Supb. 3.349) Cn. f. Cn. n. Ahenobarbus
1634,SEXT1634 C. Sextius (20) C. f. C. n. Calvinus
1635,CAEC1635 Q. Caecilius (82) Q. f. Q. n. Metellus Balearicus
1645,AEMI1645 M. Aemilius (140) M. f. L. n. Cam. Scaurus
1649,CAEC1649 L. Caecilius (91) L. f. Q. n. Metellus Delmaticus
1651,LIVI1651 M. Livius (17) C. f. M. n. Drusus
1655,MARC1655 Q. Marcius (91) Q. f. Q. n. Rex
1660,MARI1660 C. Marius (14 Supb. 6) C. f. C. n. Cor.
1660,MARI1660 C. Marius (14 Supb. 6) C. f. C. n. Cor.
1660,MARI1660 C. Marius (14 Supb. 6) C. f. C. n. Cor.
1677,CAEC1677 M. Caecilius (77) Q. f. Q. n. Metellus
1686,MINU1686 M. Minucius (54) Q. f. Rufus
1693,CAEC1693 Q. Caecilius (97) L. f. Q. n. Metellus Numidicus
1701,CAEC1701 C. Caecilius (84) Q. f. Q. n. Metellus Caprarius
1705,ANTO1705 M. Antonius (28) M. f. M. n.
1731,LUTA1731 Q. Lutatius (7) Q. f. Catulus
1746,CORN1746 L. Cornelius (392) L. f. P. n. Sulla Felix ('Epaphroditus')
1750,ALBU1750 T. Albucius (2)
1757,AQUI1757 M'. Aquillius (11) M'. f. M'. n.
1767,POMP1767 Cn. Pompeius (45) Sex. f. Cn. n. Strabo 'Menogenes'
1776,DIDI1776 T. Didius (5) T. f. Sex. n.
1776,DIDI1776 T. Didius (5) T. f. Sex. n.
1780,LICI1780 P. Licinius (61) M. f. P. n. Crassus (Dives)
1791,CORN1791 L. Cornelius (138) P. f. L. n. Dolabella
1814,SERV1814 P. Servilius (93) C. f. M. n. Vatia Isauricus
1814,SERV1814 P. Servilius (93) C. f. M. n. Vatia Isauricus
1821,VALE1821 C. Valerius (168) C. f. L. n. Flaccus
1821,VALE1821 C. Valerius (168) C. f. L. n. Flaccus
1866,AURE1866 C. Aurelius (96) M. f. Cotta
1866,AURE1866 C. Aurelius (96) M. f. Cotta
1876,SCRI1876 C. Scribonius (10) C. f. Curio 'Burbuleius'
1889,CAEC1889 Q. Caecilius (98) Q. f. L. n. Metellus Pius
1903,LICI1903 L. Licinius (104) L. f. L. n. Lucullus Ponticus
1930,LICI1930 L. Licinius (122) L. f. Murena
1957,IULI1957 C. Iulius (131) C. f. C. n. Fab. Caesar
1957,IULI1957 C. Iulius (131) C. f. C. n. Fab. Caesar
1957,IULI1957 C. Iulius (131) C. f. C. n. Fab. Caesar
1957,IULI1957 C. Iulius (131) C. f. C. n. Fab. Caesar
1957,IULI1957 C. Iulius (131) C. f. C. n. Fab. Caesar
1957,IULI1957 C. Iulius (131) C. f. C. n. Fab. Caesar
1974,PUPI1974 M. Pupius (10) M. f. Piso Frugi Calpurnianus
1976,POMP1976 Cn. Pompeius (31) Cn. f. Sex. n. Clu. Magnus
1976,POMP1976 Cn. Pompeius (31) Cn. f. Sex. n. Clu. Magnus
1976,POMP1976 Cn. Pompeius (31) Cn. f. Sex. n. Clu. Magnus
1976,POMP1976 Cn. Pompeius (31) Cn. f. Sex. n. Clu. Magnus
1979,CORN1979 Cn. Cornelius (134) P. f. L. n. Pal. Dolabella
1981,LICI1981 M. Licinius (68) P. f. M. n. Crassus
1982,TERE1982 M. Terentius (Licinius 109) M. f. Varro Lucullus
2074,AFRA2074 L. Afranius (6) A. f. Vel.
2078,CAEC2078 Q. Caecilius (87) C. f. Q. n. Metellus Creticus
2151,MARC2151 Q. Marcius (92) Q. f. Q. n. Rex
2290,CORN2290 P. Cornelius (238) P. f. L. n. Lentulus Spinther
2297,VATI2297 P. Vatinius (3) P. f. Ser.
2311,POMP2311 C. Pomptinus (1)
2313,DOMI2313 Cn. Domitius (43) M. f. M. n. Men. Calvinus
2341,AEMI2341 M. Aemilius (73) M. f. Q. n. Lepidus
2341,AEMI2341 M. Aemilius (73) M. f. Q. n. Lepidus
2347,CAEC2347 Q. Caecilius (99) Q. f. Q. n. Fab. Metellus Pius Scipio = P. Cornelius (352) Scipio Nasica
2347,CAEC2347 Q. Caecilius (99) Q. f. Q. n. Fab. Metellus Pius Scipio = P. Cornelius (352) Scipio Nasica
2370,PEDI2370 Q. Pedius (1) M. f.
2379,FABI2379 Q. Fabius (108) Q. f. Q. n. Maximus (Sanga?)
2392,ANTO2392 M. Antonius (30) M. f. M. n.
2392,ANTO2392 M. Antonius (30) M. f. M. n.
