503,VALE0503 M. Valerius (299) L. f. L. n. Poplicola,Valerius,Poplicola
505,MARC0505 C. Marcius (97) L. f. C. n. Rutilus,Marcius,Rutilus
510,CORN0510 A. Cornelius (122) P. f. A. n. Cossus Arvina,Cornelius,Cossus
511,VALE0511 P. Valerius (300) P. f. L. n. Poplicola,Valerius,Poplicola
512,IULI0512 C. Iulius (17) (Iullus),Iulius,(Iullus)
513,CORN0513 L. Cornelius (322) P. f. Scipio,Cornelius,Scipio
515,DECI0515 P. Decius (15) Q. f. Mus,Decius,Mus
517,PUBL0517 Q. Publilius (11) (Q. f. Q. n. Pob. Philo),Publilius,Philo)
519,CORN0519 P. Cornelius (329) P. f.  Scipio,Cornelius,Scipio
522,VALE0522 M. Valerius (137) M. f. M. n. Maximus Corvus,Valerius,Maximus
523,PLAU0523 C. Plautius (31) Venox or Venno,Plautius,Venox or Venno
524,FABI0524 M. Fabius (69 cf. 24) Dorsuo,Fabius,Dorsuo
525,SULP0525 Ser. Sulpicius (38) Camerinus Rufus,Sulpicius,Camerinus
526,FURI0526 L. Furius (42) Sp. f. M. n. Camillus,Furius,Camillus
528,FABI0528 Q. Fabius (47) Ambustus,Fabius,Ambustus
529,AEMI0529 L. Aemilius (101) L. f. L. n. Mamercinus Privernas,Aemilius,Mamercinus
533,PAPI0533 L. Papirius (45) L. f. L. n. Crassus,Papirius,Crassus
534,PAPI0534 L. Papirius (52) Sp. f. L. n. Cursor,Papirius,Cursor
536,MANL0536 T. Manlius (cf. 57 or 81) (Torquatus),Manlius,(Torquatus)
538,AEMI0538 Ti. (or T.) Aemilius (100) Mamercinus,Aemilius,Mamercinus
539,IUNI0539 D. Iunius (60) Brutus Scaeva,Iunius,Brutus
541,SULP0541 C. Sulpicius (75) Ser. f. Q. n. Longus,Sulpicius,Longus
542,AELI0542 P. Aelius (100) Paetus,Aelius,Paetus
543,CLAU0543 C. Claudius (183) (Ap. f. P. n. Crassus) Inregillensis,Claudius,Crassus)
544,CLAU0544 C. Claudius (180) Hortator,Claudius,Hortator
547,ATIL0547 M. Atilius (49) Regulus Calenus,Atilius,Regulus
548,POST0548 Sp. Postumius (*17) Albinus (Caudinus),Postumius,Albinus
549,VETU0549 T. Veturius (8) Calvinus,Veturius,Calvinus
550,CORN0550 P. Cornelius (301) Rufinus,Cornelius,Rufinus
552,DOMI0552 Cn. Domitius (42) Cn. f.  Calvinus,Domitius,Calvinus
553,PAPI0553 M. Papirius (48 cf. 22) Crassus,Papirius,Crassus
555,CORN0555 P. Cornelius (79) Calussa,Cornelius,Calussa
556,VALE0556 C. Valerius (306) L. f. L. n. Potitus,Valerius,Potitus
557,CLAU0557 M. Claudius (218) C. f. C. n. Marcellus,Claudius,Marcellus
559,FABI0559 Q. Fabius (114) M. f. N. n. Maximus Rullianus,Fabius,Maximus
560,PLAU0560 L. Plautius (33) L. f. L. n. Venox or Venno,Plautius,Venox or Venno
561,PLAU0561 C. Plautius (18) P. f. P. n. Decianus,Plautius,Decianus
562,PLAU0562 P. Plautius (28) Proculus,Plautius,Proculus
563,CORN0563 P. Cornelius (316 cf. 315) P. f. Scapula,Cornelius,Scapula
565,CORN0565 L. Cornelius (186) Lentulus,Cornelius,Lentulus
570,VALE0570 M. Valerius (244) M. f. M. n. Maximus Corvinus,Valerius,Maximus
571,AULI0571 Q. Aulius (2) Q. f. Q. n. Cerretanus,Aulius,Cerretanus
572,FULV0572 L. Fulvius (46) L. f. L. n. Pap. Curvus,Fulvius,Curvus
576,AEMI0576 M. Aemilius (110) Papus,Aemilius,Papus
577,VALE0577 L. Valerius (171) Flaccus,Valerius,Flaccus
579,FOLI0579 M. Folius (3) C. f. M. n. Flaccinator,Folius,Flaccinator
584,PLAU0584 L. Plautius (34) L. f. L. n. Venox or Venno or Venno,Plautius,Venox or Venno
585,PAPI0585 L. Papirius (46) L. f. M. n. Crassus,Papirius,Crassus
587,IUNI0587 C. Iunius (62) C. f. C. n. Bubulcus Brutus,Iunius,Bubulcus
588,AEMI0588 Q. Aemilius (34) Q. f. L. n. Barbula,Aemilius,Barbula
589,NAUT0589 Sp. Nautius (11) Sp. f. Sp. n. Rutilus,Nautius,Rutilus
590,POPI0590 M. Popillius (21) M. f. M. n. Laenas,Popillius,Laenas
591,CLAU0591 Ap. Claudius (91) C. f. Ap. n. Caecus,Claudius,Caecus
592,FABI0592 C. Fabius (41) M. f. N. n. Ambustus,Fabius,Ambustus
593,POET0593 M. Poetelius (6) M. f. M. n. Libo,Poetelius,Libo
595,FULV0595 P. Fulvius (78) Longus,Fulvius,Longus
596,DECI0596 P. Decius (16) P. f. Q. n. Mus,Decius,Mus
597,PLAU0597 C. Plautius (32) C. f. C. n. Venox,Plautius,Venox
599,LAET0599 C. (or M.) Laetorius (11) Mergus,Laetorius,Mergus
601,MARC0601 C. Marcius (98) C. f. L. n. Rutilus Censorinus,Marcius,Rutilus
603,SEMP0603 P. Sempronius (85) P. f. C. n. Sophus,Sempronius,Sophus
604,FABI0604 K. Fabius (19) M. f. N. n. (Maximus),Fabius,(Maximus)
608,VOLU0608 L. Volumnius (13) C. f. C. n. Flamma Violens,Volumnius,Flamma
609,POST0609 L. Postumius (55) L. f. Sp. n. Megellus,Postumius,Megellus
610,MARC0610 Q. Marcius (106) Q. f. Q. n. Tremulus,Marcius,Tremulus
611,CORN0611 P. Cornelius (66) A. f. P. n. Arvina,Cornelius,Arvina
612,CORN0612 P. Cornelius (344 cf. 316) Scipio Barbatus,Cornelius,Scipio
614,MINU0614 Ti. Minucius (34) Augurinus,Minucius,Augurinus
615,FULV0615 M. Fulvius (47) L. f. L. n. Curvus Paetinus,Fulvius,Curvus
617,SULP0617 P. Sulpicius (97) Ser. f. P. n. Saverrio,Sulpicius,Saverrio
619,ANIC0619 Q. Anicius (5) Praenestinus,Anicius,Praenestinus
621,CORN0621 Cn. Cornelius (71 cf. 316 343) (Scipio) Barbatus Barbatus,Cornelius,Barbatus
622,CORN0622 Ser. Cornelius (206) Cn. f. Cn. n. Lentulus,Cornelius,Lentulus
623,GENU0623 L. Genucius (15) Aventinensis,Genucius,Aventinensis
624,LIVI0624 M. Livius (11) - f. C. n. Denter,Livius,Denter
625,AEMI0625 M. Aemilius (116) L. f. L. n. Paullus,Aemilius,Paullus
628,CORN0628 L. Cornelius (343) Cn. f. Scipio Barbatus,Cornelius,Scipio
629,FULV0629 Cn. Fulvius (88) Cn. f. Cn. n. Maximus Centumalus,Fulvius,Maximus
630,APPU0630 Q. Appuleius (24) Pansa,Appuleius,Pansa
632,OGUL0632 Q. Ogulnius (5) L. f. A. n. Gallus,Ogulnius,Gallus
633,GENU0633 C. Genucius (3) (Augurinus),Genucius,(Augurinus)
634,MINU0634 M. Minucius (42) Faesus,Minucius,Faesus
636,FULV0636 M. Fulvius (96) Cn. f. Cn. n. Paetinus,Fulvius,Paetinus
637,MANL0637 T. Manlius (81) T. f. T. n. Torquatus,Manlius,Torquatus
638,DOMI0638 Cn. Domitius (45) Cn. f. Cn. n. Calvinus Maximus,Domitius,Calvinus
639,CARV0639 Sp. Carvilius (8) Q. f. - n. Maximus,Carvilius,Maximus
640,PAPI0640 L. Papirius (53) L. f. Sp. n. Cursor,Papirius,Cursor
641,CURI0641 M'. Curius (9) M'. f. M'. n. Cor. Dentatus,Curius,Dentatus
642,FABI0642 Q. Fabius (112) Q. f. M. n. Maximus Gurges,Fabius,Maximus
644,AELI0644 L. Aelius (99) Paetus,Aelius,Paetus
645,FULV0645 C. Fulvius (45) Curvus,Fulvius,Curvus
646,MANL0646 L. Manlius (77) Torquatus,Manlius,Torquatus
647,ATIL0647 M. Atilius (50) M. f. M. n. Regulus,Atilius,Regulus
648,OPIM0648 L. Opimius (12) Pansa,Opimius,Pansa
649,CARV0649 Sp. Carvilius (9) C. f. C. n. Maximus,Carvilius,Maximus
652,IUNI0652 D. Iunius (61) D. f. Brutus Scaeva,Iunius,Brutus
655,PAPI0655 Sp. Papirius (26) (Cursor),Papirius,(Cursor)
657,IUNI0657 C. Iunius (56) C. f. C. n. Bubulcus Brutus,Iunius,Bubulcus
658,CORN0658 P. Cornelius (302) Cn. f. P. n. Rufinus,Cornelius,Rufinus
659,PAPI0659 L. Papirius (61) Maso,Papirius,Maso
660,CAED0660 Q. Caedicius (10) Q. f. - n. Noctua,Caedicius,Noctua
661,CORN0661 P. Cornelius (56) A. f. P. n. Arvina,Cornelius,Arvina
662,CLAU0662 M. Claudius (219) (M. f. C. n.) Marcellus,Claudius,Marcellus
663,NAUT0663 C. Nautius (6) Rutilus,Nautius,Rutilus
665,VALE0665 M. Valerius (cf. 244) Maximus (Potitus),Valerius,Maximus
666,AELI0666 C. Aelius (97) Paetus,Aelius,Paetus
668,CLAU0668 C. Claudius (98) M. f. C. n. Canina,Claudius,Canina
669,AEMI0669 M. Aemilius (65) Lepidus,Aemilius,Lepidus
671,AEMI0671 M. Aemilius (32) Q. f. L. n. Barbula,Aemilius,Barbula
672,SERV0672 C. Servilius (88) Tucca,Servilius,Tucca
673,CAEC0673 L. Caecilius (92) Metellus Denter,Caecilius,Metellus
674,CORN0674 P. Cornelius (139) Dolabella,Cornelius,Dolabella
675,FABR0675 C. Fabricius (9) C. f. C. n. Luscinus,Fabricius,Luscinus
676,AEMI0676 Q. Aemilius (112) Cn. f. L. n. Papus,Aemilius,Papus
677,VIBE0677 Decius Vibellius (1) Campanus,Vibellius,Campanus
679,VALE0679 L. Valerius (59) (Flaccus),Valerius,(Flaccus)
680,AEMI0680 L. Aemilius (31) Q. f. Q. n. Barbula,Aemilius,Barbula
681,MARC0681 Q. Marcius (78) Q. f. Q. n. Philippus,Marcius,Philippus
682,VALE0682 P. Valerius (213) Laevinus,Valerius,Laevinus
684,SULP0684 P. Sulpicius (98) P. f. Ser. n. Saverrio,Sulpicius,Saverrio
685,DECI0685 P. Decius (17) P. f. P. n. Mus,Decius,Mus
687,GENU0687 C. Genucius (17) L. f. L. n. Clepsina,Genucius,Clepsina
688,CORN0688 L. Cornelius (210) Ti. f. Ser. n. Lentulus Caudinus,Cornelius,Lentulus
689,CORN0689 Ser. Cornelius (267) P. f. Ser. n. Merenda,Cornelius,Merenda
690,POST0690 L. Postumius (39) L. f. Albinus,Postumius,Albinus
691,FABI0691 C. Fabius (70) M. f. M. n. Licinus,Fabius,Licinus
692,FABI0692 N. Fabius (124) C. f. M. n. Pictor,Fabius,Pictor
695,PAPI0695 L. Papirius (72) L. f. M. n. Praetextatus,Papirius,Praetextatus
696,QUIN0696 K. Quinctius (36) L. f. Cn. n. Claudus,Quinctius,Claudus
697,GENU0697 L. Genucius (18) L. f. L. n. Clepsina,Genucius,Clepsina
698,CORN0698 Cn. Cornelius (73) P. f. Cn. n. Blasio,Cornelius,Blasio
699,FULV0699 M. Fulvius (55) Q. f. M. n. Flaccus,Fulvius,Flaccus
700,FABI0700 C. Fabius (123) C. f. M. n. Pictor,Fabius,Pictor
701,SEMP0701 P. Sempronius (86) P. f. P. n. Sophus,Sempronius,Sophus
702,CLAU0702 Ap. Claudius (317) Ap. f. C. n. Russus,Claudius,Russus
703,ATIL0703 M. Atilius (51) M. f. L. n. Pup. Regulus,Atilius,Regulus
704,IULI0704 L. Iulius (318) L. f. L. n. Libo,Iulius,Libo
707,IUNI0707 D. Iunius (124) D. f. D. n. Pera,Iunius,Pera
709,FABI0709 Q. Fabius (cf. 112) Q. f. Q. n. Maximus Gurges,Fabius,Maximus
710,MAMI0710 L. Mamilius (14) (Q. f. M. n.) Vitulus,Mamilius,Vitulus
712,FABI0712 Q. Fabius (116) Q. f. Q. n. Fal. Pup. Maximus Ovicula Verrucosus Cunctator,Fabius,Maximus
713,CLAU0713 Ap. Claudius (102) C. f. Ap. n. Caudex,Claudius,Caudex
716,VALE0716 M'. Valerius (247) M. f. M. n. Maximus Messalla,Valerius,Maximus
718,POST0718 L. Postumius (56) L. f. L. n. Megellus,Postumius,Megellus
719,MAMI0719 Q. Mamilius (15) Q. f. M. n. Vitulus,Mamilius,Vitulus
720,VALE0720 L. Valerius (172) M. f. L. n. Flaccus,Valerius,Flaccus
721,OTAC0721 T. Otacilius (11) C. f. M'. n. Crassus,Otacilius,Crassus
722,CORN0722 L. Cornelius (323) L. f. Cn. n. Scipio,Cornelius,Scipio
723,CORN0723 Cn. Cornelius (341) L. f. Cn. n. Scipio Asina,Cornelius,Scipio
726,AQUI0726 C. Aquillius (20) M. f. C. n. Florus,Aquillius,Florus
727,ATIL0727 A. Atilius (36) A. f. C. n. Caiatinus,Atilius,Caiatinus
728,SULP0728 C. Sulpicius (81) Q. f. Q. n. Paterculus,Sulpicius,Paterculus
730,CALP0730 M. Calpurnius (42) Flamma,Calpurnius,Flamma
732,ATIL0732 C. Atilius (47) M. f. M. n. Regulus,Atilius,Regulus
733,LAET0733 M. Laetorius (12) M. f. M. n. Plancianus,Laetorius,Plancianus
734,MANL0734 L. Manlius (101) A. f. P. n. Vulso Longus,Manlius,Vulso
737,CALP0737 -. Calpurnius (31) Crassus,Calpurnius,Crassus
738,FULV0738 Ser. Fulvius (97) M. f. M. n. Paetinus Nobilior,Fulvius,Paetinus
739,AEMI0739 M. Aemilius (117) M. f. L. n. Paullus,Aemilius,Paullus
740,MAMI0740 Q. Mamilius (12) Q. f. Turrinus,Mamilius,Turrinus
742,SERV0742 Cn. Servilius (43) Cn. f. Cn. n. Caepio,Servilius,Caepio
743,SEMP0743 C. Sempronius (28) Ti. f. Ti. n. Blaesus,Sempronius,Blaesus
744,CLAU0744 P. Claudius (304) Ap. f. C. n. Pulcher,Claudius,Pulcher
745,FURI0745 C. Furius (75) C. f. C. n. Pacilus,Furius,Pacilus
746,AURE0746 C. Aurelius (94) L. f. C. n. Cotta,Aurelius,Cotta
747,SERV0747 P. Servilius (62) Q. f. Cn. n. Geminus,Servilius,Geminus
748,AURE0748 P. Aurelius (187) Pecuniola,Aurelius,Pecuniola
751,CAEC0751 L. Caecilius (72) L. f. C. n. Metellus,Caecilius,Metellus
752,CORN0752 P. Cornelius (382) P. f. Sulla,Cornelius,Sulla
753,IUNI0753 L. Iunius (133) C. f. L. n. Pullus,Iunius,Pullus
754,CLAU0754 M. Claudius (166) C. f. Glicia,Claudius,Glicia
755,FUND0755 C. Fundanius (5) C. f. Q. n. Fundulus,Fundanius,Fundulus
757,FABI0757 N. Fabius (55) M. f. M. n. Buteo,Fabius,Buteo
758,MANL0758 A. Manlius (87) T. f. T. n. Torquatus Atticus,Manlius,Torquatus
759,OTAC0759 M'. Otacilius (10) C. f. M'. n. Crassus,Otacilius,Crassus
760,FABI0760 M. Fabius (94) C. f. M. n. Licinus,Fabius,Licinus
761,SEMP0761 Ti. Sempronius (50) Ti. f. C. n. Gracchus,Sempronius,Gracchus
762,FABI0762 M. Fabius (53) M. f. M. n. Buteo,Fabius,Buteo
763,ATIL0763 C. Atilius (33) A. f. A. n. Bulbus,Atilius,Bulbus
764,SULP0764 C. Sulpicius (65) C. f. Ser. n. Galus,Sulpicius,Galus
765,LUTA0765 C. Lutatius (4) C. f. C. n. Catulus,Lutatius,Catulus
766,POST0766 A. Postumius (30) A. f. L. n. Albinus,Postumius,Albinus
767,VALE0767 Q. Valerius (157) Q. f. P. n. Falto,Valerius,Falto
768,LUTA0768 Q. Lutatius (13) C. f. C. n. Cerco,Lutatius,Cerco
770,PUBL0770 L. Publicius (16a) Malleolus,Publicius,Malleolus
771,PUBL0771 M. Publicius (22) L. f. L. n. Malleolus,Publicius,Malleolus
776,CLAU0776 C. Claudius (104) Ap. f. C. n. Centho,Claudius,Centho
777,SEMP0777 M. Sempronius (93) C. f. M. n. Tuditanus,Sempronius,Tuditanus
778,MAMI0778 C. Mamilius (11) Q. f. Q. n. Turrinus,Mamilius,Turrinus
779,VALE0779 P. Valerius (155) Q. f. P. n. Falto,Valerius,Falto
780,CORN0780 L. Cornelius (211) L. f. Ti. n. Lentulus Caudinus,Cornelius,Lentulus
781,FULV0781 Q. Fulvius (59) M. f. Q. n. Flaccus,Fulvius,Flaccus
782,CORN0782 P. Cornelius (213) L. f. Ti. n. Lentulus Caudinus,Cornelius,Lentulus
783,LICI0783 C. Licinius (174) P. f. P. n. Varus,Licinius,Varus
784,CLAU0784 M. Claudius (115) Clineas,Claudius,Clineas
785,AEMI0785 M'. Aemilius (103) M'. f. (Lepidus) Numida,Aemilius,(Lepidus)
786,LIVI0786 M. Livius (32) M. f. M. n. Salinator,Livius,Salinator
787,MANL0787 T. Manlius (82) T. f. T. n. Torquatus,Manlius,Torquatus
788,POST0788 L. Postumius (40) A. f. A. n. Albinus,Postumius,Albinus
789,CARV0789 Sp. Carvilius (10) Sp. f. C. n. Maximus (Ruga),Carvilius,Maximus
791,POMP0791 M'. Pomponius (17) M'. f. M'. n. Matho,Pomponius,Matho
792,AEMI0792 M. Aemilius (66) M. f. M. n. Lepidus,Aemilius,Lepidus
796,AEMI0796 M. Aemilius (33) L. f. Q. n. Barbula,Aemilius,Barbula
797,IUNI0797 M. Iunius (126) D. f. D. n. Pera,Iunius,Pera
798,OCTA0798 Cn. Octavius (cf. 79) Sca. Rufus,Octavius,Rufus
803,FULV0803 Cn. Fulvius (42) Cn. f. Cn. n. Centumalus,Fulvius,Centumalus
805,VALE0805 P. Valerius (181) L. f. M. n. Flaccus,Valerius,Flaccus
806,ATIL0806 M. Atilius (52) M. f. M. n. Regulus,Atilius,Regulus
807,VALE0807 M. Valerius (211) P. f. P. n. Laevinus,Valerius,Laevinus
808,VALE0808 M. Valerius (251) M'. f. M. n. (Maximus) Messalla,Valerius,(Maximus)
809,APUS0809 L. Apustius (4) L. f. C. n. Fullo,Apustius,Fullo
810,CLAU0810 M. Claudius (220) M. f. M. n. Marcellus,Claudius,Marcellus
811,SCAN0811 C. Scantinius (3) Capitolinus,Scantinius,Capitolinus
812,AEMI0812 L. Aemilius (108) Q. f. Cn. n. Papus,Aemilius,Papus
813,ATIL0813 C. Atilius (48) M. f. M. n. Regulus,Atilius,Regulus
814,FURI0814 P. Furius (80) Sp. f. M. n. Philus,Furius,Philus
815,CORN0815 M. Cornelius (92) M. f. M. n. Cethegus,Cornelius,Cethegus
817,CORN0817 Cn. Cornelius (345) L. f. L. n. Scipio Calvus,Cornelius,Scipio
818,TERE0818 C. Terentius (83) C. f. M. n. Varro,Terentius,Varro
819,CORN0819 P. Cornelius (342) (Cn. f. L. n.) Scipio Asina,Cornelius,Scipio
820,MINU0820 M. Minucius (52) C. f. C. n. Rufus,Minucius,Rufus
822,MUCI0822 Q. Mucius (19) P. f. Scaevola,Mucius,Scaevola
823,LUTA0823 C. Lutatius (5) C. f. C. n. Catulus,Lutatius,Catulus
824,VETU0824 L. Veturius (19) L. f. Post. n. Philo,Veturius,Philo
826,AEMI0826 L. Aemilius (118) M. f. M. n. Paullus,Aemilius,Paullus
827,LIVI0827 M. Livius (33) M. f. M. n. Pol. Salinator,Livius,Salinator
828,FURI0828 L. Furius (36) Bibaculus,Furius,Bibaculus
830,BAEB0830 Q. Baebius (45) Cn. f. Tamphilus,Baebius,Tamphilus
831,FURI0831 -. Furius (cf. 36) Bibaculus,Furius,Bibaculus
832,CORN0832 P. Cornelius (330) L. f. L. n. Scipio,Cornelius,Scipio
833,SEMP0833 Ti. Sempronius (66) C. f. C. n. Longus,Sempronius,Longus
835,ATIL0835 C. Atilius (62) Serranus,Atilius,Serranus
836,MANL0836 L. Manlius (92) (Vulso),Manlius,(Vulso)
840,LICI0840 C. Licinius (12 cf. 174) (Varus),Licinius,(Varus)
845,SERV0845 C. Servilius (59) (Geminus),Servilius,(Geminus)
849,PAPI0849 C. Papirius (58 cf. 23) Maso,Papirius,Maso
851,CORN0851 Cn. Cornelius (not in RE) Scipio,Cornelius,Scipio
852,SERV0852 Cn. Servilius (61) P. f. Q. n. Geminus,Servilius,Geminus
853,POMP0853 M. Pomponius (18) M'. f. M'. n. Matho,Pomponius,Matho
854,AEMI0854 M. Aemilius (128) Regillus,Aemilius,Regillus
855,CORN0855 A. Cornelius (257) Mammula,Cornelius,Mammula
856,OTAC0856 T. Otacilius (12) Crassus,Otacilius,Crassus
857,POMP0857 -. Pomponius (20) (Matho),Pomponius,(Matho)
858,CLAU0858 Ap. Claudius (293) P. f. Ap. n. Pulcher,Claudius,Pulcher
860,SEMP0860 Ti. Sempronius (32) Blaesus,Sempronius,Blaesus
865,QUIN0865 K. Quinctius (41) Flamininus,Quinctius,Flamininus
866,SEMP0866 Ti. Sempronius (51) Ti. f. Ti. n. Gracchus,Sempronius,Gracchus
870,AURE0870 M. Aurelius (103) Cotta,Aurelius,Cotta
871,CLAU0871 M. Claudius (221) Marcellus,Claudius,Marcellus
872,BAEB0872 Q. Baebius (26) Herennius,Baebius,Herennius
874,SCRI0874 L. Scribonius (16) Libo,Scribonius,Libo
876,FURI0876 L. Furius (35) Bibaculus,Furius,Bibaculus
877,CORN0877 Cn. Cornelius (176) L. f. L. n. Lentulus,Cornelius,Lentulus
878,CORN0878 P. Cornelius (336) P. f. L. n. Scipio Africanus Maior,Cornelius,Scipio
879,FABI0879 Q. Fabius (103) Q. f. Q. n. Maximus,Fabius,Maximus
881,PUBL0881 L. Publicius (16) Bibulus,Publicius,Bibulus
882,SEMP0882 P. Sempronius (96) C. f. C. n. Tuditanus,Sempronius,Tuditanus
883,FABI0883 Q. Fabius (126) Pictor,Fabius,Pictor
885,IUNI0885 M. Iunius (169) D. f. D. n. Silanus,Iunius,Silanus
889,AELI0889 Q. Aelius (103) P. f. Paetus,Aelius,Paetus
891,CAEC0891 Q. Caecilius (81) L. f. L. n. Metellus,Caecilius,Metellus
897,ANTI0897 L. Antistius (not in RE) Pol. Reginus,Antistius,Reginus
899,MAEC0899 T. Maecilius (3) Croto,Maecilius,Croto
901,VALE0901 L. Valerius (99) Vot. Antias,Valerius,Antias
902,VALE0902 P. Valerius (182) Flaccus,Valerius,Flaccus
903,CORN0903 P. Cornelius (200) Lentulus,Cornelius,Lentulus
904,FULV0904 Cn. Fulvius (43) Cn. f. Cn. n. Centumalus,Fulvius,Centumalus
905,CAEC0905 L. Caecilius (73) Metellus,Caecilius,Metellus
907,PORC0907 M. Porcius (9) M. f. Pap. Cato 'Censorius',Porcius,Cato
908,CLAU0908 C. Claudius (246) Ti. f. Ti. n. Arn. Nero,Claudius,Nero
909,LIVI0909 M. Livius (24) (Macatus),Livius,(Macatus)
910,NAEV0910 Q. Naevius (14) Crista,Naevius,Crista
912,ATIL0912 M. Atilius (53) Regulus,Atilius,Regulus
913,FUND0913 M. Fundanius (6) Fundulus,Fundanius,Fundulus
914,VILL0914 L. Villius (9) Tappulus,Villius,Tappulus
916,QUIN0916 T. Quinctius (38) L. f. L. n. Crispinus,Quinctius,Crispinus
918,POMP0918 T. Pomponius (27) Veientanus,Pomponius,Veientanus
919,SERV0919 Cn. Servilius (44) Cn. f. Cn. n. Caepio,Servilius,Caepio
921,PAPI0921 C. Papirius (58) L. f. Maso,Papirius,Maso
923,CORN0923 P. Cornelius (383) Sulla,Cornelius,Sulla
924,FULV0924 Cn. Fulvius (54) Flaccus,Fulvius,Flaccus
925,IUNI0925 M. Iunius (167) Silanus,Iunius,Silanus
926,LICI0926 P. Licinius (69) P. f. P. n. Crassus Dives,Licinius,Crassus
929,SERV0929 C. Servilius (51) Casca,Servilius,Casca
930,VALE0930 L. Valerius (173) P. f. L. n. Flaccus,Valerius,Flaccus
931,SERV0931 C. Servilius (60) C. f. P. n. Geminus,Servilius,Geminus
936,SULP0936 P. Sulpicius (64) Ser. f. P. n. Galba Maximus,Sulpicius,Galba
938,CORN0938 L. Cornelius (187) Lentulus,Cornelius,Lentulus
939,SULP0939 C. Sulpicius (8) (Galus),Sulpicius,(Galus)
942,SEMP0942 C. Sempronius (29) Blaesus,Sempronius,Blaesus
943,MARC0943 L. Marcius (101) Septimius,Marcius,Septimius
945,FULV0945 C. Fulvius (52) Flaccus,Fulvius,Flaccus
948,PORC0948 L. Porcius (22) Pap. Licinus,Porcius,Licinus
949,VETU0949 L. Veturius (20) L. f. L. n. Philo,Veturius,Philo
952,LIVI0952 C. Livius (29) M. f. M. n. Salinator,Livius,Salinator
953,SERV0953 M. Servilius (78) C. f. P. n. Pulex Geminus,Servilius,Pulex
957,CINC0957 L. Cincius (5) Alimentus,Cincius,Alimentus
958,MANL0958 L. Manlius (46) Acidinus,Manlius,Acidinus
959,MANL0959 P. Manlius (98) Vulso,Manlius,Vulso
960,LICI0960 P. Licinius (175) Varus,Licinius,Varus
966,CALP0966 C. Calpurnius (61) Piso,Calpurnius,Piso
967,FURI0967 L. Furius (86) Sp. f. Sp. n. Purpurio,Furius,Purpurio
971,POPI0971 P. Popillius (25) (Laenas),Popillius,(Laenas)
976,SEMP0976 Ti. Sempronius (67) Ti. f. C. n. Longus,Sempronius,Longus
977,QUIN0977 L. Quinctius (43) T. f. L. n. Flamininus,Quinctius,Flamininus
980,CORN0980 Cn. Cornelius (131) Dolabella,Cornelius,Dolabella
981,AEMI0981 M. Aemilius (111) Papus,Aemilius,Papus
982,MAMI0982 C. Mamilius (5) Atellus,Mamilius,Atellus
984,HOST0984 C. Hostilius (25) Tubulus,Hostilius,Tubulus
985,CORN0985 L. Cornelius (212) Lentulus Caudinus,Cornelius,Lentulus
986,CORN0986 P. Cornelius (214) Lentulus Caudinus,Cornelius,Lentulus
987,SULP0987 Ser. Sulpicius (56) Ser. f. P. n. Galba,Sulpicius,Galba
988,PUBL0988 C. Publicius (14 or 15) Bibulus,Publicius,Bibulus
990,DECI0990 C. Decimius (8) Flavus,Decimius,Flavus
991,SEMP0991 M. Sempronius (94) Tuditanus,Sempronius,Tuditanus
993,VALE0993 C. Valerius (166) P. f. L. n. Flaccus,Valerius,Flaccus
994,CLAU0994 Q. Claudius (151 cf. 29) (Flamen),Claudius,(Flamen)
995,IULI0995 Sex. Iulius (147) Caesar,Iulius,Caesar
996,CAEC0996 M. Caecilius (76) Metellus,Caecilius,Metellus
997,CLAU0997 M. Claudius (222) M. f. M. n. Marcellus,Claudius,Marcellus
999,QUIN0999 T. Quinctius (45) T. f. L. n. Flamininus,Quinctius,Flamininus
1002,LICI1002 L. Licinius (143) Pollio,Licinius,Pollio
1006,AELI1006 P. Aelius (101) Q. f. P. n. Paetus,Aelius,Paetus
1007,HOST1007 A. Hostilius (10) (Cato),Hostilius,(Cato)
1008,HOST1008 C. Hostilius (11) Cato,Hostilius,Cato
1009,CORN1009 Ser. Cornelius (207) Lentulus,Cornelius,Lentulus
1010,POMP1010 M. Pomponius (19) Matho,Pomponius,Matho
1011,MAMI1011 Q. Mamilius (13) Turrinus,Mamilius,Turrinus
1014,CLAU1014 Ti. Claudius (61) Asellus,Claudius,Asellus
1016,CORN1016 L. Cornelius (337) P. f. L. n. Scipio Asiaticus,Cornelius,Scipio
1019,CLAU1019 Ti. Claudius (62 cf. 61) Asellus,Claudius,Asellus
1021,TREM1021 Cn. Tremellius (4) Flaccus,Tremellius,Flaccus
1022,VALE1022 M. Valerius (153) Falto,Valerius,Falto
1023,CORN1023 L. Cornelius (188) L. f. L. n. Lentulus,Cornelius,Lentulus
1024,AEMI1024 L. Aemilius (109) Papus,Aemilius,Papus
1025,IUNI1025 M. Iunius (121) Pennus,Iunius,Pennus
1031,VETU1031 Ti. Veturius (22) L. f. L. n. Philo,Veturius,Philo
1032,CLAU1032 Ti. Claudius (249) P. f. Ti. n. Nero,Claudius,Nero
1033,MARC1033 M. Marcius (86) Ralla,Marcius,Ralla
1034,VILL1034 P. Villius (10) Ti. f. Ti. n. Tappulus,Villius,Tappulus
1035,BAEB1035 Cn. Baebius (41) Q. f. Cn. n. Tamphilus,Baebius,Tamphilus
1036,CINC1036 M. Cincius (6) Alimentus,Cincius,Alimentus
