1524,,Laelius,Sapiens
1525,,Sempronius,Gracchus
1529,,Claudius,Unimanus
1531,,Plautius,(Hypsaeus)
1533,,Iunius,Brutus
1534,,Iunius,(Silanus)
1537,,Terentius,Varro
1538,,Papirius,(Carbo)
1543,,Iunius,Silanus
1544,,Caecilius,Metellus
1545,,Fabius,Maximus
1547,,Licinius,Crassus
1548,,Sempronius,Tuditanus
1550,,Marcius,Rex
1552,,Servilius,Caepio
1553,,Aemilius,Lepidus
1554,,Licinius,Nerva
1556,,Servilius,Caepio
1558,,Tremellius,Scrofa
1559,,Occius,Achilles
1561,,Calpurnius,Piso
1562,,Hostilius,Tubulus
1563,,Popillius,Laenas
1565,,Iunius,Brutus
1566,,Iunius,Silanus
